node_1,node_2
acute respiratory distress syndrome@Disease,monocyte chemotactic protein 1@Gene
cardio-respiratory complications@Disease,CCL2@Gene
respiratory disease@Disease,CCL2@Gene
hypoxemic respiratory failure@Disease,MCP-1@Gene
respiratory insufficiency@Disease,MCP-1@Gene
respiratory disease@Disease,Monocyte Chemoattractant Protein (MCP)-1@Gene
cardio-respiratory complications@Disease,monocyte chemoattractant protein-1@Gene
hypoxemic respiratory failure@Disease,monocyte chemoattractant protein-1@Gene
respiratory disease@Disease,monocyte chemoattractant protein-1@Gene
respiratory diseases@Disease,monocyte chemoattractant protein-1@Gene
respiratory insufficiency@Disease,monocyte chemoattractant protein-1@Gene
respiratory syndrome@Disease,monocyte chemoattractant protein-1@Gene
respiratory tract disease@Disease,CCL2@Gene
respiratory tract inflammation@Disease,CCL2@Gene
obstruction of respiratory tract@Disease,MCP-1@Gene
Respiratory virus infection@Disease,CC-chemokine ligand 2@Gene
respiratory viral infection@Disease,CCL2@Gene
upper respiratory infections@Disease,CCL2@Gene
upper respiratory tract infections@Disease,CCL2@Gene
virus-infected respiratory tract@Disease,CCL2@Gene
Respiratory Viral Infection@Disease,MCP-1@Gene
Respiratory infection@Disease,MCP-1@Gene
upper respiratory infections@Disease,MCP-1@Gene
respiratory infections@Disease,monocyte chemoattractant protein 1@Gene
Viral respiratory tract infections@Disease,monocyte chemoattractant protein-1@Gene
respiratory infection@Disease,monocyte chemoattractant protein-1@Gene
respiratory infection type@Disease,monocyte chemoattractant protein-1@Gene
respiratory infections@Disease,monocyte chemoattractant protein-1@Gene
respiratory viral infection@Disease,monocyte chemotactic protein 1@Gene
parainfluenza virus or adenovirus respiratory infection@Disease,MCP1@Gene
parainfluenza virus or adenovirus respiratory infection@Disease,monocyte chemoattractant protein-1@Gene
Respiratory Syndrome Coronavirus could infect@Disease,CCL-2@Gene
middle east respiratory syndrome@Disease,CCL2@Gene
Respiratory Syndrome Coronavirus could infect@Disease,MCP-1@Gene
middle east respiratory syndrome@Disease,MCP-1@Gene
coronavirus infection@Disease,MCP1@Gene
"rhinovirus (HRV) infection, Human respiratory syncytial virus (hRSV) infection@Disease",CCL2@Gene
respiratory syncytial virus (RSV) infections@Disease,MCP-1 and KC@Gene
"rhinovirus (HRV) infection, Human respiratory syncytial virus (hRSV) infection@Disease",MCP1@Gene
infections by respiratory syncytial virus@Disease,monocyte chemoattractant protein-1@Gene
Respiratory syncytial virus infection@Disease,monocyte chemotactic protein 1@Gene
bacterial pneumonia@Disease,CCL2@Gene
Ebola virus disease@Disease,CCL-2@Gene
Ebola virus disease@Disease,MCP-1@Gene
dengue hemorrhagic fever@Disease,CCL2@Gene
Chronic bronchitis  CE@Disease,MCP-1@Gene
Chronic bronchitis  CE@Disease,Monocyte chemoattractant protein 1@Gene
SARS-CoV infections@Disease,CCL2@Gene
Severe acute respiratory syndrome@Disease,CCL2@Gene
Acute Respiratory Syndrome@Disease,MCP-1@Gene
SARS-CoV disease@Disease,MCP-1@Gene
Severe acute respiratory syndrome@Disease,Monocyte Chemoattractant Protein (MCP)-1@Gene
SARS-CoV infection@Disease,chemokine (C-C motif) ligand 2@Gene
Severe acute respiratory syndrome@Disease,monocyte chemoattractant protein-1@Gene
acute respiratory syndrome@Disease,monocyte chemotactic protein 1@Gene
idiopathic pneumonia syndrome@Disease,MCP-1@Gene
idiopathic pulmonary fibrosis@Disease,monocytes chemotactic protein-1@Gene
Chikungunya fever@Disease,CCL2@Gene
chikungunya fever@Disease,CCL2@Gene
fibrosis@Disease,MCP-1 MCP-2@Gene
sickness                                      IL-1beta              CNS               Fever@Disease,CCL-3@Gene
fever@Disease,MIP1-alpha@Gene
hemorrhagic fever@Disease,MIP-1alpha@Gene
infected AMs  EbolaVirus@Disease,CCL3@Gene
aeruginosa pneumonia infection@Disease,CCL3@Gene
pneumonia@Disease,MIP1-alpha@Gene
pneumoniae infected TLR2-deficient@Disease,MIP1alpha@Gene
viral pneumonia@Disease,CCL3@Gene
acute respiratory distress syndrome@Disease,MIP-1beta@Gene
respiratory disease@Disease,CCL3@Gene
Respiratory Syndrome@Disease,MIP-1alpha@Gene
respiratory diseases@Disease,MIP-1alpha@Gene
respiratory syndrome@Disease,MIP-1alpha@Gene
respiratory diseases@Disease,MIP-1beta@Gene
respiratory syndrome@Disease,macrophage inflammatory protein-1alpha@Gene
respiratory infections@Disease,MIP-1alpha@Gene
respiratory tract infection@Disease,MIP-1alpha@Gene
viral respiratory infections@Disease,MIP-1alpha@Gene
infect lower respiratory airways@Disease,MIP-1beta@Gene
respiratory infections@Disease,MIP1a@Gene
respiratory viral infection@Disease,macrophage inflammatory protein 1alpha@Gene
respiratory tract infection@Disease,macrophage inflammatory protein-1 alpha@Gene
Respiratory Syndrome Coronavirus could infect@Disease,CCL-3@Gene
Respiratory Syndrome Coronavirus could infect@Disease,MIP-1alpha@Gene
dengue hemorrhagic fever@Disease,CCL3@Gene
SARS infection@Disease,CCL3@Gene
SARS-infected lung@Disease,CCL3@Gene
Acute Respiratory Syndrome@Disease,MIP1-alpha@Gene
SARS infection@Disease,MIP1alpha@Gene
acute respiratory syndrome@Disease,macrophage inflammatory protein 1alpha@Gene
dengue fever and parvovirosis@Disease,CCL4@Gene
dengue fever and parvovirosis@Disease,MIP-1beta@Gene
fever@Disease,CCL4@Gene
fever@Disease,macrophage inflammatory protein (MIP)-1beta@Gene
fever@Disease,macrophage inflammatory protein-1beta@Gene
insufficient fibrosis@Disease,CCl4@Gene
interstitial fibrosis@Disease,CCl4@Gene
influenza A pneumonia@Disease,MIP-1beta@Gene
liver fibrosis@Disease,CCL4@Gene
hepatic fibrosis@Disease,CCl4@Gene
pneumonia@Disease,CCL4@Gene
acute respiratory distress syndrome (ARDS).Hypercytokinemia@Disease,MIP-1beta@Gene
injury and acute respiratory distress@Disease,MIP-1beta@Gene
acute respiratory distress syndrome@Disease,macrophage inflammatory protein (MIP)-1beta@Gene
Respiratory infectious diseases@Disease,CCL4@Gene
respiratory infectious diseases@Disease,CCL4@Gene
Respiratory Syndrome@Disease,MIP-1b@Gene
respiratory failure@Disease,MIP-1beta@Gene
respiratory syndrome@Disease,MIP-1beta@Gene
Respiratory infectious diseases@Disease,chemokine C-C motif ligand 4@Gene
respiratory infectious diseases@Disease,chemokine C-C motif ligand 4@Gene
respiratory syndrome@Disease,macrophage inflammatory protein-1beta@Gene
respiratory tract inflammation@Disease,CCL4@Gene
respiratory viral infection@Disease,CCL4@Gene
respiratory viral infections@Disease,CCL4@Gene
upper respiratory tract infections@Disease,CCL4@Gene
respiratory infection@Disease,MIP-1beta@Gene
Ebola infection@Disease,MIP-1beta@Gene
Ebola virus infection@Disease,MIP-1beta@Gene
SARS-CoV infection@Disease,CCL4@Gene
SARS-CoV pneumonitis@Disease,CCL4@Gene
Severe acute respiratory syndrome@Disease,CCL4@Gene
acute respiratory syndrome@Disease,CCL4@Gene
SARS-CoV pneumonitis@Disease,MIP-1beta@Gene
SARS-CoV infection@Disease,chemokine (C-C motif) ligand 4@Gene
Severe acute respiratory syndrome@Disease,chemokine C-C motif ligand 4@Gene
sickness                                      IL-1beta              CNS               Fever@Disease,CCL5@Gene
subepithelial fibrosis@Disease,RANTES@Gene
hemorrhagic-fever@Disease,RANTES@Gene
infected AMs  EbolaVirus@Disease,CCL5@Gene
influenza A pneumonia@Disease,RANTES@Gene
Pneumonia@Disease,CCL 5@Gene
RSV pneumonia@Disease,CCL5@Gene
RSV pneumonia@Disease,RANTES@Gene
non-pneumococcal pneumonia@Disease,CCL5@Gene
pneumococcal pneumonia@Disease,CCL5@Gene
viral pneumonia@Disease,CCL5@Gene
respiratory disease@Disease,C-C Motif Chemokine Ligand 5@Gene
cardio-respiratory complications@Disease,CCL5@Gene
respiratory allergies@Disease,CCL5@Gene
respiratory viruses@Disease,CCL5@Gene
Respiratory insufficiency syndrome@Disease,RANTES@Gene
respiratory allergies@Disease,RANTES@Gene
respiratory insufficiency@Disease,RANTES@Gene
respiratory insufficiency syndrome@Disease,RANTES@Gene
respiratory disease@Disease,chemokine (C-C motif) ligand 5@Gene
respiratory tract inflammation@Disease,CCL5@Gene
respiratory tract illness@Disease,RANTES@Gene
upper respiratory infections@Disease,CCL5@Gene
upper respiratory tract infection@Disease,CCL5@Gene
infect lower respiratory airways@Disease,RANTES@Gene
respiratory virus infections@Disease,RANTES@Gene
upper respiratory infections@Disease,RANTES@Gene
upper respiratory tract infection@Disease,RANTES@Gene
tick-borne hemorrhagic fever-like illnesses@Disease,RANTES@Gene
parainfluenza virus or adenovirus respiratory infection@Disease,RANTES@Gene
coronavirus infections@Disease,RANTES@Gene
RSV (respiratory syncytial virus) infection@Disease,RANTES@Gene
respiratory syncytial virus@Disease,RANTES@Gene
respiratory syncytial virus bronchiolitis@Disease,RANTES@Gene
Ebola virus infection@Disease,RANTES@Gene
dengue hemorrhagic fever@Disease,CCL5@Gene
Dengue hemorrhagic fever@Disease,RANTES@Gene
SARS-CoV pneumonitis@Disease,CCL5@Gene
SARS-infected lung@Disease,CCL5@Gene
acute respiratory syndrome@Disease,CCL5@Gene
mock-infected and SARS-CoV-infected 2B4 cultures@Disease,CCL5@Gene
acute respiratory syndrome corona-virus@Disease,Ccl5@Gene
SARS infection@Disease,RANTES@Gene
SARS-CoV pneumonitis@Disease,RANTES@Gene
mock-infected and SARS-CoV-infected 2B4 cultures@Disease,RANTES@Gene
SARS infection@Disease,chemokine (C-C motif) ligand 5@Gene
Severe acute respiratory syndrome@Disease,chemokine (C-C motif) ligand 5@Gene
Chikungunya fever infection@Disease,RANTES@Gene
sickness                                      IL-1beta              CNS               Fever@Disease,CCL-7@Gene
cystic fibrosis@Disease,CCL-7@Gene
fever@Disease,monocyte chemotactic protein (MCP)-3@Gene
infected AMs  EbolaVirus@Disease,CCL7@Gene
viral pneumonia@Disease,CCL7@Gene
viral pneumonia@Disease,MCP-3@Gene
acute respiratory distress syndrome@Disease,monocyte chemotactic protein (MCP)-3@Gene
Respiratory disorders@Disease,Fic@Gene
respiratory infections@Disease,CCL7@Gene
upper respiratory tract infection@Disease,CCL7@Gene
upper respiratory tract infection@Disease,MCP-3@Gene
upper respiratory tract infections@Disease,MCP-3@Gene
SARS-CoV infection@Disease,CCL7@Gene
SARS-CoV infection@Disease,MCP-3@Gene
Respiratory illness@Disease,CCL8@Gene
illness for respiratory virus infections@Disease,CCL8@Gene
respiratory viral infections@Disease,CCL8@Gene
Ebola hemorrhagic fever@Disease,CCL8@Gene
Ebola hemorrhagic fever@Disease,MCP-2@Gene
SARS-CoV infection@Disease,CCL8@Gene
SARS-CoV infection@Disease,MCP-2@Gene
bronchitis@Disease,eotaxin-1@Gene
fibrosis@Disease,eotaxin@Gene
subepithelial fibrosis@Disease,eotaxin@Gene
viral pneumonia@Disease,CCL11@Gene
diopathic pulmonary fibrosis@Disease,CCL-11@Gene
pulmonary fibrosis@Disease,CCL-11@Gene
diopathic pulmonary fibrosis@Disease,Eotaxin-1@Gene
pulmonary fibrosis@Disease,Eotaxin-1@Gene
acute respiratory distress syndrome@Disease,eotaxin@Gene
respiratory allergies@Disease,CCL11@Gene
respiratory disease@Disease,CCL11@Gene
respiratory illness@Disease,Eotaxin-1@Gene
respiratory allergies@Disease,eotaxin@Gene
respiratory disease@Disease,eotaxin@Gene
respiratory syndrome@Disease,eotaxin@Gene
respiratory disease@Disease,eotaxin-1@Gene
respiratory syndrome@Disease,eotaxin-1@Gene
upper respiratory tract infections@Disease,CCL11@Gene
respiratory viral infection@Disease,Eotaxin-1@Gene
respiratory virus infection@Disease,Eotaxin-1@Gene
Viral respiratory tract infections@Disease,eotaxin@Gene
henipavirus infection of the human respiratory tract@Disease,eotaxin@Gene
respiratory infection@Disease,eotaxin@Gene
respiratory infection type@Disease,eotaxin@Gene
respiratory infections@Disease,eotaxin@Gene
respiratory tract infection@Disease,eotaxin@Gene
interstitial pneumonia@Disease,eotaxin@Gene
infections by respiratory syncytial virus@Disease,eotaxin@Gene
Ebola virus disease@Disease,CCL-11@Gene
Ebola virus disease@Disease,Eotaxin-1@Gene
bronchitis@Disease,CCL13@Gene
upper respiratory tract infection@Disease,CCL13@Gene
dengue fever@Disease,C3bBb) C3@Gene
dengue hemorrhagic fever@Disease,C3bBb) C3@Gene
respiratory allergy@Disease,LEC@Gene
pulmonary fibrosis@Disease,CCL17@Gene
fibrosis@Disease,CCL18@Gene
upper respiratory tract infection@Disease,CCL19@Gene
neurotropic coronavirus infection@Disease,CCL19@Gene
Actinobacillus pleuropneumoniae   Pulmonary@Disease,CCL20@Gene
respiratory tract inflammation@Disease,CCL20@Gene
respiratory viral infections@Disease,CCL20@Gene
respiratory inflammation@Disease,CCL21@Gene
Actinobacillus pleuropneumoniae   Pulmonary@Disease,CCL21@Gene
Energy metabolism respiratory gaseous@Disease,SLC@Gene
viral pneumonia@Disease,CCL22@Gene
Fibrosis@Disease,CCL 23@Gene
fibrosis@Disease,CCL23@Gene
bronchitis@Disease,eotaxin-2@Gene
pneumonia@Disease,CCL24@Gene
pneumonia@Disease,eotaxin-2@Gene
respiratory tract inflammation@Disease,CCL24@Gene
respiratory viral infections@Disease,CCL24@Gene
respiratory viral infections@Disease,eotaxin-2@Gene
bronchitis@Disease,BID@Gene
hepatic injury and liver fibrosis@Disease,BID@Gene
pneumoniae infection@Disease,bid@Gene
SARS-CoV lung titers of GS-5734@Disease,BID@Gene
respiratory distress syndrome@Disease,BID@Gene
Respiratory Syndrome@Disease,bid@Gene
upper respiratory tract infection@Disease,BID@Gene
interstitial pneumonia@Disease,BID@Gene
Middle East respiratory syndrome coronavirus@Disease,BID@Gene
SARS-CoV disease@Disease,BID@Gene
acute respiratory distress@Disease,CXCL6@Gene
epidemic diarrhea@Disease,Br1/87@Gene
epidemic diarrhea viruses@Disease,Br1/87@Gene
CARV pneumonia@Disease,CXCL11@Gene
pneumonia increases@Disease,CXCL11@Gene
viral pneumonia@Disease,CXCL11@Gene
acute respiratory distress@Disease,CXCL11@Gene
acute respiratory distress@Disease,I-TAC@Gene
Respiratory illness@Disease,CXCL11@Gene
illness for respiratory virus infections@Disease,CXCL11@Gene
respiratory infection@Disease,CXCL11@Gene
respiratory viral infections@Disease,CXCL11@Gene
respiratory SARS-CoV infection@Disease,CXCL11@Gene
fever@Disease,CXCL 5@Gene
fever@Disease,CXCL5@Gene
respiratory distress@Disease,CXCL5@Gene
Acute respiratory distress syndrome@Disease,Cxc chemokine ligand 5@Gene
respiratory viral infection@Disease,CXCL5@Gene
interstitial pneumonia@Disease,CXCL5@Gene
coronavirus infections@Disease,CXCL5@Gene
SARS-CoV infection@Disease,CXCL5@Gene
SARS-CoV infection@Disease,chemokine (C-X-C motif) ligand 5@Gene
fibrosis@Disease,lymphotactin@Gene
fibrosis@Disease,Fractalkine@Gene
acute respiratory distress syndrome@Disease,fractalkine@Gene
dengue hemorrhagic fever@Disease,CX3CL1@Gene
SARS-CoV infection@Disease,Fractalkine@Gene
cystic fibrosis@Disease,SDC1@Gene
respiratory infections@Disease,syndecan-1@Gene
Rift Valley Fever Virus Infection@Disease,Heparan Sulfate Proteoglycans@Gene
acute respiratory distress syndrome@Disease,syntenin@Gene
respiratory infections@Disease,syntenin-1@Gene
SARS-CoV-infected@Disease,syntenin@Gene
SARS-CoV infection@Disease,syntenin-1@Gene
fibrosis@Disease,CXCL12@Gene
fibrosis@Disease,stromal cell derived factor-1@Gene
respiratory insufficiency@Disease,CXCL-12@Gene
respiratory syndrome@Disease,CXCL12@Gene
respiratory syndrome@Disease,stromal cell-derived factor-1@Gene
respiratory virus infection@Disease,CXCL12@Gene
Middle East respiratory syndrome coronavirus (MERS-CoV) infection@Disease,CXCL12@Gene
coronavirus infection@Disease,CXCL12@Gene
neurotropic coronavirus infection@Disease,CXCL12@Gene
Middle East respiratory syndrome coronavirus (MERS-CoV) infection@Disease,SDF-1@Gene
Middle East respiratory syndrome coronavirus (MERS-CoV) infection@Disease,stromal cell-derived factor 1@Gene
infectious bronchitis@Disease,SDHA@Gene
coronavirus infections@Disease,Blimp-1@Gene
respiratory syncytial virus (RSV) infection@Disease,BLIMP1@Gene
Bilateral hydronephrosis Acute bronchitis@Disease,Sea@Gene
Dengue fever@Disease,Sea@Gene
Lobar pneumonia@Disease,Sea@Gene
pneumonia@Disease,Sea@Gene
especially respiratory and allergic conditions@Disease,sea@Gene
respiratory disease@Disease,sea@Gene
respiratory diseases@Disease,sea@Gene
respiratory syndrome coronavirus@Disease,sea@Gene
respiratory infection@Disease,sea@Gene
acute respiratory disease@Disease,sea@Gene
acute respiratory syndrome@Disease,sea@Gene
respiratory tract infection@Disease,HA2@Gene
respiratory syncytial virus lower respiratory tract infection@Disease,HA2@Gene
coronavirus infectious bronchitis virus@Disease,envelope protein@Gene
Zika fever illness@Disease,envelope protein@Gene
fever@Disease,envelope protein@Gene
respiratory syndrome coronavirus@Disease,envelope protein@Gene
respiratory infections@Disease,envelope protein@Gene
bronchopneumonia@Disease,E-selectin@Gene
pneumonia@Disease,E-selectin@Gene
respiratory distress@Disease,E-selectin@Gene
respiratory syncytial virus infection@Disease,E-selectin@Gene
bacterial pneumonias@Disease,E-selectin@Gene
bronchopneumonia@Disease,L-selectin@Gene
fever@Disease,SELL@Gene
Pulmonar fibrosis@Disease,CD62L@Gene
Hepatic fibrosis@Disease,L-selectin@Gene
Liver Hepatic fibrosis@Disease,L-selectin@Gene
pneumonia@Disease,L-selectin@Gene
pneumonia- Decreased in chronic aspiration pneumonitis- Decreased@Disease,L-selectin@Gene
respiratory distress syndrome born@Disease,CD62L@Gene
respiratory syndrome@Disease,CD62L@Gene
influenza virus respiratory infection@Disease,CD62L@Gene
respiratory viral infection@Disease,CD62L@Gene
respiratory viral infection@Disease,L-selectin@Gene
GlaxoSmithKline Respiratory syncytial virus Infection@Disease,CD62L@Gene
respiratory viral infection@Disease,CD62@Gene
respiratory syncytial virus infection@Disease,P-selectin@Gene
cystic fibrosis@Disease,PSGL-1@Gene
fibrosis@Disease,PSGL-1@Gene
Diarrhea@Disease,SGI@Gene
Respiratory Syndrome@Disease,SGI@Gene
Symptoms   High Fever@Disease,SGI@Gene
bronchitis NOS@Disease,CDA 1@Gene
Ebola virus disease@Disease,CTCL@Gene
bronchitis NOS@Disease,CDAs 1-3@Gene
viral diarrhea@Disease,coat protein@Gene
Nile virus  YFV Yellow fever virus  ZIKV Zika virus@Disease,GOLPH3@Gene
Reticulon  SARS Severe acute respiratory syndrome@Disease,GOLPH3@Gene
Fibrosis@Disease,NASH@Gene
influenza A pneumonia@Disease,OAS@Gene
liver fibrosis in HIV/HCV coinfected@Disease,OAS@Gene
coronavirus infection@Disease,OAS@Gene
Severe acute respiratory syndrome@Disease,OAS@Gene
